Maingroup;Subgroup;Subgroup Description;Article code;Color (remove ');Article Description;Sales price;Unit;Sub-Subgroup;TD AusAns;TD AbzBlr = width
AP;Brv;Rahmenverbreiterungen;SAL 476 170;25WE;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;26;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;26WE;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;27;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;27WE;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;39;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;39WE;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;40;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;40WE;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;43;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;43WE;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;44;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;44WE;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;50;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;50WE;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;51;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;51WE;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;52;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;52WE;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;59;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;59WE;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;60;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;60WE;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;61;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;61WE;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;62;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;62WE;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;63;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;63WE;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;64;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;64WE;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;65;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;65WE;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;69;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;69WE;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;70;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;70WE;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;71;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;71WE;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;72;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;72WE;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;73;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;73WE;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;74;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;74WE;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;78;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;78WE;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;81;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;81WE;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;84;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;84WE;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;87;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;87WE;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;88;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;88WE;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;89;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;89WE;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;90;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;90WE;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;WE02;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;WE03;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;WE06;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;WE09;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;WE10;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;WE11;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;WE14;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;WE19;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;WE21;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;WE25;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;WE26;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;WE27;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;WE39;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;WE40;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;WE43;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;WE44;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;WE50;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;WE51;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;WE52;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;WE59;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;WE60;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;WE61;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;WE62;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;WE63;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;WE64;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;WE65;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;WE69;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;WE70;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;WE71;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;WE72;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;WE73;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;WE74;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;WE78;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;WE81;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;WE84;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;WE87;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;WE88;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;WE89;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;WE90;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;Brv;Rahmenverbreiterungen;SAL 476 170;;BE92 Verbreiterung 92mm x 60mm /;17;m;;60;60
AP;CAO;Kombinierte APs;Alusims 300 mm;;;0;m;;0;0
AP;CAO;Kombinierte APs;Rollo TP;;;0;St;;0;0
AP;CAO;Kombinierte APs;test;;;0;m;;0;0
AP;FEX;Farben Extra;Ral Extra;;Innen PVC Wei� / Aussen AluSchale RAL;0;St;;0;0
AP;ISG;Insektenschutzgitter;Endschiene ISG Farbe;X01;;0;St;;0;0
AP;ISG;Insektenschutzgitter;Endschiene ISG Farbe;X23;;0;St;;0;0
AP;ISG;Insektenschutzgitter;Endschiene ISG Farbe;WP;;0;St;;0;0
AP;ISG;Insektenschutzgitter;Insektenschutz BE92;;C2 - In den Rahmen eingesetztes Insektenschutzgitter / Mit Winkel Kunststoff Flexibel. / Inklusive B�rste SC 250/5. / Clips nur L+R - 2st�ck pro Seite - Clipgr��e 25mm  / Netz Schwarz / RAL 0000 /;156,38;qm;;0;0
AP;ISG;Insektenschutzgitter;Insektenschutz SL76;;C2 - In den Rahmen eingesetztes Insektenschutzgitter / Mit Winkel Kunststoff Flexibel. / Inklusive B�rste SC 250/5. / Clips nur L+R - 2st�ck pro Seite - Clipgr��e 20mm  / Netz Schwarz / RAL 0000;156,38;qm;;0;0
AP;ISG;Insektenschutzgitter;Insektenschutzgitter;SW;Insektenschutzgitter;110;St;;0;0
AP;ISG;Insektenschutzgitter;Insektenschutzgitter;WE;Insektenschutzgitter;110;St;;0;0
AP;Kop;Kopplung;SAL 414 915;WE;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;02;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;02WE;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;03;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;03WE;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;06;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;06WE;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;09;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;09WE;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;10;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;10WE;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;11;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;11WE;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;14;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;14WE;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;19;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;19WE;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;21;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;21WE;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;25;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;25WE;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;26;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;26WE;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;27;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;27WE;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;39;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;39WE;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;40;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;40WE;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;43;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;43WE;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;44;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;44WE;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;50;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;50WE;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;51;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;51WE;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;52;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;52WE;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;59;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;59WE;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;60;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;60WE;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;61;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;61WE;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;62;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;62WE;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;63;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;63WE;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;64;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;64WE;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;65;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;65WE;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;69;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;69WE;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;70;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;70WE;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;71;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;71WE;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;72;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;72WE;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;73;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;73WE;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;74;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;74WE;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;78;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;78WE;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;81;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;81WE;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;84;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;84WE;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;87;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;87WE;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;88;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;88WE;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;89;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;89WE;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;90;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;90WE;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;WE02;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;WE03;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;WE06;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;WE09;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;WE10;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;WE11;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;WE14;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;WE19;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;WE21;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;WE25;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;WE26;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;WE27;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;WE39;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;WE40;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;WE43;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;WE44;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;WE50;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;WE51;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;WE52;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;WE59;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;WE60;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;WE61;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;WE62;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;WE63;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;WE64;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;WE65;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;WE69;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;WE70;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;WE71;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;WE72;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;WE73;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
AP;Kop;Kopplung;SAL 414 915;WE74;Verdeckt Liegende Kopplung x 2 + Verb. Schrauben;10;m;;0;0
